timestamp,message,logStreamName
1725806295943,"2024/09/08 14:38:15 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806296935,"2024/09/08 14:38:16 hello world function executed in 25 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806296979,"2024/09/08 14:38:16 hello world function executed in 39 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806297905,"2024/09/08 14:38:17 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806297912,"2024/09/08 14:38:17 hello world function executed in 29 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806298892,"2024/09/08 14:38:18 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806298952,"2024/09/08 14:38:18 hello world function executed in 36 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806299933,"2024/09/08 14:38:19 hello world function executed in 14 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806299938,"2024/09/08 14:38:19 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806300917,"2024/09/08 14:38:20 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806300998,"2024/09/08 14:38:20 hello world function executed in 65 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806301898,"2024/09/08 14:38:21 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806301945,"2024/09/08 14:38:21 hello world function executed in 37 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806302958,"2024/09/08 14:38:22 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806302965,"2024/09/08 14:38:22 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806303939,"2024/09/08 14:38:23 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806304902,"2024/09/08 14:38:24 hello world function executed in 16 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806305226,"2024/09/08 14:38:25 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806305232,"2024/09/08 14:38:25 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806305940,"2024/09/08 14:38:25 hello world function executed in 13 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806305944,"2024/09/08 14:38:25 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806306879,"2024/09/08 14:38:26 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806310017,"2024/09/08 14:38:30 hello world function executed in 29 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806310382,"2024/09/08 14:38:30 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806310385,"2024/09/08 14:38:30 hello world function executed in 14 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806310793,"2024/09/08 14:38:30 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806310797,"2024/09/08 14:38:30 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806311140,"2024/09/08 14:38:31 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806311145,"2024/09/08 14:38:31 hello world function executed in 27 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806311536,"2024/09/08 14:38:31 hello world function executed in 29 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806311543,"2024/09/08 14:38:31 hello world function executed in 38 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806311913,"2024/09/08 14:38:31 hello world function executed in 25 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806311919,"2024/09/08 14:38:31 hello world function executed in 32 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806312923,"2024/09/08 14:38:32 hello world function executed in 12 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806312925,"2024/09/08 14:38:32 hello world function executed in 16 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806313944,"2024/09/08 14:38:33 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806313960,"2024/09/08 14:38:33 hello world function executed in 30 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806314907,"2024/09/08 14:38:34 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806314927,"2024/09/08 14:38:34 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806315945,"2024/09/08 14:38:35 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806316005,"2024/09/08 14:38:36 hello world function executed in 40 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806316914,"2024/09/08 14:38:36 hello world function executed in 22 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806316921,"2024/09/08 14:38:36 hello world function executed in 30 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806317924,"2024/09/08 14:38:37 hello world function executed in 19 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806317954,"2024/09/08 14:38:37 hello world function executed in 40 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806318996,"2024/09/08 14:38:38 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806319038,"2024/09/08 14:38:39 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806319883,"2024/09/08 14:38:39 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806319892,"2024/09/08 14:38:39 hello world function executed in 23 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806320960,"2024/09/08 14:38:40 hello world function executed in 51 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806323992,"2024/09/08 14:38:43 hello world function executed in 26 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806324357,"2024/09/08 14:38:44 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806325314,"2024/09/08 14:38:45 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806325680,"2024/09/08 14:38:45 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806326752,"2024/09/08 14:38:46 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806327090,"2024/09/08 14:38:47 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806327093,"2024/09/08 14:38:47 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806327437,"2024/09/08 14:38:47 hello world function executed in 24 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806327500,"2024/09/08 14:38:47 hello world function executed in 28 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806327838,"2024/09/08 14:38:47 hello world function executed in 30 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806327882,"2024/09/08 14:38:47 hello world function executed in 34 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806328200,"2024/09/08 14:38:48 hello world function executed in 27 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806328220,"2024/09/08 14:38:48 hello world function executed in 27 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806328551,"2024/09/08 14:38:48 hello world function executed in 20 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806335613,"2024/09/08 14:38:55 hello world function executed in 22 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806336131,"2024/09/08 14:38:56 hello world function executed in 22 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806336197,"2024/09/08 14:38:56 hello world function executed in 45 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806336579,"2024/09/08 14:38:56 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806336643,"2024/09/08 14:38:56 hello world function executed in 35 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806336991,"2024/09/08 14:38:56 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806344017,"2024/09/08 14:39:04 hello world function executed in 29 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806344325,"2024/09/08 14:39:04 hello world function executed in 16 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806344333,"2024/09/08 14:39:04 hello world function executed in 25 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806344756,"2024/09/08 14:39:04 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
