data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:AWS/Lambda FunctionName:DDI-first-architecture-java-2 Throttles Sum 60
Label,Throttles
2024/07/21 23:06:00,0
2024/07/21 23:07:00,0
2024/07/21 23:08:00,0
2024/07/21 23:09:00,55
2024/07/21 23:10:00,0
