data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:AWS/Lambda FunctionName:DDI-first-architecture-java3 Invocations Sum 60
Label,Invocations
2024/09/08 14:04:00,10
2024/09/08 14:05:00,132
2024/09/08 14:06:00,112
2024/09/08 14:07:00,137
2024/09/08 14:08:00,184
2024/09/08 14:09:00,217
2024/09/08 14:10:00,114
